Revision,Author,Date,# Lines,Comment,File Changed
1529976,Thomas,"2015-10-09 10:13:54 +0100 (Fri, 09 Oct 2015)",1,"Updated strings",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/strings.xml
1530019,Thomas,"2015-10-09 11:09:59 +0100 (Fri, 09 Oct 2015)",1,"Added lint ignores",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/lint.xml
1530022,Thomas,"2015-10-09 11:17:08 +0100 (Fri, 09 Oct 2015)",1,"Added lint ignores",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/lint.xml
1530077,Jimmy,"2015-10-09 12:10:54 +0100 (Fri, 09 Oct 2015)",1,"Added new homescreen",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/HomeScreenConstants.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Album.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Base.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/ContainerType.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Heading.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Interval.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Matrix.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/OrderedIntervals.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Playlist.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Share.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Thumbnail.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Calls.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Contacts.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Count.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Documents.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Images.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Messages.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Music.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Videos.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/AlbumsMerge.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/CountsMerge.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/Merge.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/PlaylistsMerge.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/SharesMerge.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Constants.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/DataSet.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/DefaultDataSet.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/EngineListener.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/TimeInterval.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Utils.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/AlbumCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/Cog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/CollectionCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/ContactsCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/CountCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/MessageCallsCount.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/MessageCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/PlaylistCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/SharesCog.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/BackupObserver.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/ConnectivityObserver.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/ContactsObserver.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/MediaScannerObserver.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/Observer.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/VaultObserver.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/utils - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/utils/Queries.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_album_gird_item.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_album_gird_item_animated.xml (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/res/layout/home_screen_album_gird_item_animated.xml:1527081) - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_count_grid_item.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_section_header.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_share_grid_item.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/HomeScreenFragment.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/AlbumDataHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/AlbumViewHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/CountDataHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/CountViewHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/DataHolder.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapter.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapter.java:1527081) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapterClickListener.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapterClickListener.java:1527081) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapterNavigator.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeAdapterNavigator.java:1527081) - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/HomeScreenAdapter.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/SectionDataHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/ShareDataHolder.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/ShareViewHolder.java - R /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/SpacesItemDecoration.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/src/com/biscay/client/android/ui/homescreen/SpacesItemDecoration.java:1527081) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/Utils.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att/libs/ui/src/com/biscay/client/android/ui/homescreen/Utils.java:1527081) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/AlbumView.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/AnimatedAlbumView.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/CountView.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/HeadingView.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/homescreen/views/SharesView.java
1530087,Jimmy,"2015-10-09 12:30:40 +0100 (Fri, 09 Oct 2015)",1,"Lint fix",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/lint.xml
1530104,Jimmy,"2015-10-09 12:52:44 +0100 (Fri, 09 Oct 2015)",1,"Disabled at&t module",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1530155,Thomas,"2015-10-09 13:58:14 +0100 (Fri, 09 Oct 2015)",1,"Bumped version to 15.2.30.18",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1530186,/OU=Domain Control Validated/CN=svn.company.net,"2015-10-09 14:34:54 +0100 (Fri, 09 Oct 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1531479,Thomas,"2015-10-13 15:54:58 +0100 (Tue, 13 Oct 2015)",4,"Merge from android-15.2-solutions-attPHONE-1665: Phone Customer Reported Issue - Carousel Issues on TabletAdded titles for wizard",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/layout/wizard_view.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/colors.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/ids.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/WizardActivity.java
1531903,Jimmy,"2015-10-14 12:40:19 +0100 (Wed, 14 Oct 2015)",1,"Spike for app removal",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreen.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreensettings.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_integrated.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreen.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreensettings.properties - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_integrated.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/HomeScreenConstants.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/OrderedIntervals.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/AndroidManifest.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable/widget_background.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/widget_heading.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/grphc_pcloud_symbol.png:1530686) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-nodpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-nodpi/example_appwidget_preview.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_widget.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/dimens.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values-v14 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values-v14/dimens.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/xml/home_widget_info.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/widget/HomeWidget.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1531912,Jimmy,"2015-10-14 12:50:27 +0100 (Wed, 14 Oct 2015)",1,"Re enabled client modules",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1532015,Jimmy,"2015-10-14 14:49:17 +0100 (Wed, 14 Oct 2015)",1,"Widget update",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml
1532018,Jimmy,"2015-10-14 14:51:25 +0100 (Wed, 14 Oct 2015)",1,"Widget update",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/manifest/project-specific-metadata-components.txt - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/HomeScreenConstants.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable/widget_background.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/widget_logo.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/res/drawable-hdpi/grphc_pcloud_logo.png:1531875) - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-nodpi/example_appwidget_preview.png - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_widget.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/xml/home_widget_info.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/widget/HomeWidget.java
1532755,Thomas,"2015-10-15 16:50:56 +0100 (Thu, 15 Oct 2015)",2,"FTRPC-118: Frontier Android Handset || About screen is loading forever",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/strings.xml
1533092,Thomas,"2015-10-16 11:04:56 +0100 (Fri, 16 Oct 2015)",1,"Updated build files to support Jira reports per clients",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/report/client_template.html - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/scripts/clients.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle
1533097,Thomas,"2015-10-16 11:13:18 +0100 (Fri, 16 Oct 2015)",1,"Added AMXPC jira project to jira report",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle
1533115,Thomas,"2015-10-16 11:32:58 +0100 (Fri, 16 Oct 2015)",1,"FTRPC-117: Frontier Android Handset || App icon is not matching as per Branding parameters",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/drawable-xxxhdpi (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/drawablw-xxxhdpi:1533068) - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/drawablw-xxxhdpi
1533128,Thomas,"2015-10-16 11:55:48 +0100 (Fri, 16 Oct 2015)",2,"Merge from android-15.2-solutions-attPHONE-1409: Phone - Scheduled Maintenance Not Working as Expected",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/configuration/ApiConfigManager.java
1535451,Jimmy,"2015-10-22 11:25:18 +0100 (Thu, 22 Oct 2015)",1,"Widget",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/widget/HomeWidget.java
1535452,Jimmy,"2015-10-22 11:25:35 +0100 (Thu, 22 Oct 2015)",1,"Widget",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/manifest/project-specific-metadata-components.txt - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/manifest/project-specific-metadata-components.txt
1535453,Jimmy,"2015-10-22 11:26:04 +0100 (Thu, 22 Oct 2015)",1,"Widget",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/drawable-hdpi/widget_logo.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/widget_logo.png:1532018)
1535516,Jimmy,"2015-10-22 13:36:58 +0100 (Thu, 22 Oct 2015)",1,"Widget colors",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/colors.xml (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml:1532018)
